"","HPTS","H2PM","H3PM","HFTM","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","HL5","HALL","APTS","A2PM","A3PM","AFTM","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF","AL5","AALL","W","DIFF"
"51",65,0.307823129251701,0.231666666666667,0.511904761904762,8.33333333333333,23,15.6666666666667,3.33333333333333,11.6666666666667,6,16.6666666666667,0,-2,67.6666666666667,0.305294322535702,0.303030303030303,0.569444444444445,6.33333333333333,19.3333333333333,14.3333333333333,6.66666666666667,13.6666666666667,4.33333333333333,17.6666666666667,1,0,"A",-6
"52",76.25,0.356708742402992,0.233928571428571,0.557289377289377,9.25,19,15.25,5.25,11.75,2,23.5,0,-3,70,0.365952380952381,0.241935483870968,0.507407407407407,5,19.6666666666667,13.3333333333333,4.33333333333333,8.33333333333333,3.33333333333333,15.6666666666667,1,0,"A",-6
"53",71.3333333333333,0.377085042384468,0.232142857142857,0.535469107551487,7.66666666666667,21.3333333333333,14,5,10,3,15.3333333333333,0,0,79,0.324563140111921,0.309330628803245,0.545,9.25,26.5,17.25,7,12.75,4.25,18.5,2,3,"A",-17
"54",60.6666666666667,0.281233998975934,0.133986928104575,0.379681127178346,13.3333333333333,23.6666666666667,11.3333333333333,5,7,6.66666666666667,15.6666666666667,1,0,67,0.309469696969697,0.228571428571429,0.471264367816092,7.66666666666667,21.6666666666667,15.6666666666667,5,7.33333333333333,3.66666666666667,12,0,-2,"H",9
"55",58.6666666666667,0.303921568627451,0.225490196078431,0.490196078431373,7.33333333333333,17,14,4.66666666666667,7.66666666666667,1.66666666666667,16,0,0,67.6666666666667,0.378571428571429,0.207827260458839,0.478535353535354,4.33333333333333,19,16,8.33333333333333,11,2.33333333333333,13.6666666666667,1,2,"A",-15
"56",65.3333333333333,0.314765694076039,0.212856534695615,0.471861471861472,10,22.6666666666667,14.3333333333333,4.33333333333333,9.66666666666667,3.66666666666667,12.6666666666667,1,0,45,0.25,0.1875,0.425,5.5,11,11,2.5,9.5,1,7.5,0,-1,"H",19
"57",70.3333333333333,0.325644841269841,0.185897435897436,0.477855477855478,8.33333333333333,17,12.3333333333333,7,6.33333333333333,4.66666666666667,16.6666666666667,1,0,69,0.350092351151673,0.19320652173913,0.534104336523691,8.75,23.25,14.25,5,10.75,3.5,16.25,0,-1,"H",12
"58",78,0.366695120216247,0.239491691104594,0.467391304347826,10.3333333333333,17.6666666666667,19,6.66666666666667,9.66666666666667,3.66666666666667,15.3333333333333,0,-2,77.75,0.364233630952381,0.203939205955335,0.570512820512821,9.25,19.5,15,6.75,7.25,4.25,18.5,1,1,"A",-3
"59",73.6666666666667,0.355191256830601,0.282227307398932,0.554655870445344,6,21,15,5.66666666666667,9.33333333333333,3.33333333333333,14,0,0,68.6666666666667,0.30389979020116,0.277777777777778,0.515194015895278,10.6666666666667,19,15.3333333333333,5.66666666666667,11,2.66666666666667,16.6666666666667,1,0,"A",-7
"60",73,0.363458204930663,0.242857142857143,0.564986737400531,7.25,23.25,17.5,5.25,8.5,3,12.75,1,-1,76.25,0.386074651353568,0.28125,0.559009238071023,9,21.25,14.5,5.5,11.25,2.75,16.75,0,-1,"H",7
"61",56.3333333333333,0.318819403857393,0.0965309200603318,0.431077694235589,6,22.6666666666667,12,2.33333333333333,7.33333333333333,2.66666666666667,14,1,0,64.75,0.311274509803922,0.302450980392157,0.565015479876161,9.25,19.75,14.5,4.75,10.25,2.25,17.75,0,-1,"H",3
"62",63.3333333333333,0.348790322580645,0.179337231968811,0.509424603174603,4.66666666666667,23.6666666666667,14.3333333333333,7.66666666666667,13,5,16,2,2,73,0.357304900181488,0.239609630668537,0.60296918767507,7.5,18.25,17,6.5,7.25,4.25,17.25,0,-1,"H",17
"63",72.5,0.34993848383726,0.310606060606061,0.641369047619048,7,22,15.75,8,13.25,4.5,18.75,1,-1,77,0.401356768424298,0.287409420289855,0.596527777777778,6.25,26,14.75,4.5,10.25,5.25,15,3,3,"A",-9
